Energy,X,Y,Z,Normal_X,Normal_Y,Normal_Z,Wavelength,Flux
1.000000,0.206698,0.090589,-0.012042,0.103038,-0.000009,0.994677,550.000000,416.572992
1.000000,0.982560,0.048966,-0.171880,0.307812,0.000015,0.951447,550.000000,213.490110
1.000000,0.328983,0.096297,-0.026725,0.135363,-0.000006,0.990796,550.000000,386.016980
1.000000,0.198520,0.070898,-0.011204,0.100876,-0.000010,0.994899,550.000000,418.597610
1.000000,0.196080,0.099527,-0.009908,0.100204,-0.000010,0.994967,550.000000,419.226196
1.000000,0.464119,0.000735,-0.047531,0.171076,-0.000001,0.985258,550.000000,351.620753
1.000000,0.070516,0.056185,-0.000417,0.067039,-0.000014,0.997750,550.000000,449.964899
1.000000,0.094399,0.043534,-0.002098,0.073352,-0.000013,0.997306,550.000000,444.157486
1.000000,0.670517,0.048748,-0.089471,0.225643,0.000005,0.974210,550.000000,297.744775
1.000000,0.610731,0.098492,-0.077534,0.209917,0.000003,0.977719,550.000000,313.437694
1.000000,0.723194,0.029095,-0.102070,0.239567,0.000007,0.970880,550.000000,283.736186
1.000000,0.517939,0.093444,-0.057429,0.185312,0.000000,0.982680,550.000000,337.720146
1.000000,0.028694,0.098262,-0.000366,0.056022,-0.000015,0.998430,550.000000,460.050084
1.000000,0.861101,0.095027,-0.138873,0.276024,0.000012,0.961151,550.000000,246.543511
1.000000,0.437257,0.094992,-0.043117,0.163984,-0.000002,0.986463,550.000000,358.504476
1.000000,0.305080,0.062553,-0.023537,0.129044,-0.000006,0.991639,550.000000,392.033563
1.000000,0.217878,0.064638,-0.013217,0.105993,-0.000009,0.994367,550.000000,413.802832
1.000000,0.090674,0.066831,-0.001826,0.072368,-0.000013,0.997378,550.000000,445.064072
1.000000,0.366517,0.006668,-0.032045,0.145282,-0.000004,0.989390,550.000000,376.531066
1.000000,0.596922,0.019252,-0.073196,0.206188,0.000003,0.978512,550.000000,317.138911
1.000000,0.685661,0.063954,-0.093011,0.229647,0.000006,0.973274,550.000000,293.727784
1.000000,0.217222,0.054276,-0.013147,0.105819,-0.000009,0.994385,550.000000,413.965703
1.000000,0.039806,0.014093,0.001520,0.058920,-0.000015,0.998263,550.000000,457.403770
1.000000,0.961286,0.067539,-0.169150,0.302506,0.000015,0.953147,550.000000,219.048637
1.000000,-0.000431,0.090797,-0.000746,0.048342,-0.000016,0.998831,550.000000,467.043948
1.000000,0.972195,0.019697,-0.172630,0.305388,0.000015,0.952228,550.000000,216.031491
1.000000,0.125690,0.095279,-0.004530,0.081625,-0.000012,0.996663,550.000000,436.516043
1.000000,0.831517,0.050755,-0.130506,0.268202,0.000011,0.963363,550.000000,254.586762
1.000000,0.151258,0.015283,-0.006712,0.088381,-0.000011,0.996087,550.000000,430.249314
1.000000,0.811614,0.045638,-0.125024,0.262941,0.000010,0.964812,550.000000,259.977253
